llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
2280,KARINA YAZMIN,GUIJOSA,,M,16,8
2281,BASILICA,OYERVIDES,TAMARIZ,M,20,11
2282,LORENA CONCEPCION,BASURTO,,M,18,3
2283,LAMBERTA,BORRAS,LUVIAN,M,20,10
2284,NELIDA,ORUETA,FOCIL,M,22,4
2285,BLANCA MARGAR,LEIJA,CACHO,M,20,1
2286,MARIA TERESA DE JESUS,CUSTODIO,ARREORTUA,M,19,2
2287,JOSE NATIVIDAD,URVINA,TAVERA,H,20,8
2288,VEDA,NABOR,,M,20,8
2289,NASARIO,XOLOT,BLANQUETO,H,18,4
2290,MANUEL JESUS,ZAPOTE,,H,17,11
2291,REYNA GISELA,BENET,,M,20,5
2292,ROBERTO CARLO,TEPEQUE,MEXIA,H,22,7
2293,JESUS ELIAS,URCID,GURRIA,H,21,4
2294,SABAS,ORENDA,TOME,H,23,11
2295,HUGO NOE,TOVAR,JIMNEZ,H,22,10
2296,REYNA ELIZABETH,ROBLES,CUAPIO,M,21,4
2297,JORGE ADALBERTO,LUCANO,LOZANIA,H,19,9
2298,JOSE MERCEDES,BATREZ,MACARENO,H,18,2
2299,EUSTACIA,BERSOZA,,M,22,5
2300,MA. CLAUDIA,JUSTO,,M,22,5
2301,ARTURO IVAN,TRANQUILINO,MARIZCAL,H,16,6
2302,ANA BARBARA,BOCANEGRA,,M,19,4
2303,IDA,ROBALDINO,,M,21,11
2304,JOSUE IVAN,PINEDA,BARRIONUEVO,H,22,4
2305,NORMA ISELA,BAJECA,,M,20,10
2306,ALBA PATRICIA,TEJAMANIL,LEOVIGILDO,M,22,10
2307,LUSTEIN,MACUITL,LIMON,H,20,9
2308,ANA CAROLINA,MARTIN DEL CAMPO,DE LA LUZ,M,20,7
2309,J. PEDRO,FURIATI,RUIZ ESPARZA,H,21,2
2310,DAMIAN,GUARNEROS,DE JESUS,H,23,7
2311,MELCHISEDEC,CHILEL,SOQUI,H,19,7
2312,VIRGINIA DEL ROSARIO,INDILI,TAXILAGA,M,18,4
2313,GUERRERO,CARDEAS,NURICUMBO,H,21,3
2314,JOSE DE JES,CARAVANTES,,H,21,7
2315,ISABEL ARACELI,BELIN,,M,19,9
2316,ANTENOR,MONGE,,H,21,2
2317,NANCY LIZBETH,ANZUETO,,M,19,10
2318,LANDY NOEMI,ARBALLO,,M,21,3
2319,JESSIKA,MALFITANO,TECOZAUTLA,M,22,3
2320,OSVELIA,ALBORES,MICHACA,M,23,5
2321,GABRIELA DEL SOCORRO,NOPHAL,,M,20,4
2322,ROCIO CRISTINA,DONLUCAS,REGUEIRA,M,18,3
2323,CIRINO,CASILLAS,LICONA,H,19,6
2324,ALVARO ENRIQUE,BUSTILLOS,TEOMITZI,H,23,1
2325,CESAR ARIEL,LAINES,TEPEQUE,H,23,3
2326,TIBURCIA,CATON,,M,18,6
2327,VICTOR URIEL,DE LA CERDA,XOCHIHUA,H,20,11
2328,ELSA ISELA,TIZATL,SAN VICENTE,M,22,8
2329,EDDY,CASILDO,CAPORAL,H,21,2
2330,JOSE DE JE,JAVIER,DE LA PEA,H,20,7
2331,LILIA LETICIA,ARRIZON,BRAGA,M,22,5
2332,MALINALLI,LOMES,,M,21,5
2333,ALEJANDRO GUADALUPE,SALOMON,VISOSO,H,21,10
2334,TANIA PATRICIA,VELASCO,NANDAYAPA,M,21,2
2335,JOSE ALFRE,HUETO,BOLAOS,H,15,4
2336,J. INES,TEXCALPA,,H,18,10
2337,MA MARICELA,ORONZOR,MORGA,M,22,4
2338,LAURA VANESSA,CARRANZA,MUCIO,M,21,4
2339,VICTOR MANUEL,ARISPE,IRIS,H,22,7
2340,CESAR RODOLFO,LUCERO,NESTOR,H,21,10
2341,LUIS ALBERTO,CAJERO,,H,18,5
2342,JUANA LUCIA,TISNADO,TELLES,M,17,10
2343,TANIA BERENICE,MARFILES,ISIORDIA,M,14,6
2344,MARIA DEL CARMEN GUADALUPE,SANSORES,PESCINA,M,19,11
2345,JORGE DAVID,BRISEO,ATRISTAIN,H,18,1
2346,MARTHA HAYDEE,MONTERROSA,ESTANOL,M,19,8
2347,MARIO JAVIER,RICARDI,VIRTO,H,22,8
2348,ROSABEL,COTO,ESTUDILLO,M,18,7
2349,YOLANDA GRACIELA,DREW,SOLORZA,M,18,7
2350,NORMA YAZMIN,VIRUES,EGUREN,M,22,11
2351,EDDIE,GONE,,H,19,4
2352,FIDEL,ARMEAGA,ARREZOLA,H,19,11
2353,DORA ELISA,UBALDO,LAVANA,M,18,2
2354,BERTHA ARACELI,Y AGUILAR,HUMO,M,23,9
2355,ALMA LIZETH,HUMARAN,VANEGAS,M,21,6
2356,MIRELLA,ORDOEZ,MORELES,M,20,4
2357,TEODOMIRO,GALICIA,MONAY,H,21,4
2358,MA OFELIA,LIZCANO,TINO,M,22,2
2359,MELODY,ALAMEDA,LOW,M,19,9
2360,HOMAR,CHUN,,H,19,3
2361,MISAEL,LULE,GAVIA,H,24,3
2362,DELFINO,SALCIDO,GALLEGOS,H,23,4
2363,JUAN ARIEL,VILLELA,EUSEBIO,H,24,5
2364,GUADALUPE GUILLERMINA,CHARNICHART,,M,23,8
2365,CINAR,URSULO,ALDAPA,H,22,6
2366,GRISSELL,LIEVANO,FRESCAS,M,20,3
2367,YESICA YADIRA,BAZ,JALOMO,M,21,11
2368,GLORIA BERENICE,NETZAHUALCOYOTL,MOTTA,M,19,4
2369,MARIA MAGDA,CALLETANO,ALEXANDRE,M,18,2
2370,RITA GABRIELA,CALIXTO,FERTO,M,20,9
2371,TERESITA DE,CAMEZ,INGRAM,M,18,2
2372,ROMUALDO,LIERAS,INFANTE,H,22,10
2373,MANUEL JAIME,J.,,H,22,10
2374,JOSE ENRIQUE,CENTENO,CAPITANACHI,H,20,4
2375,HUGO ANDRES,AGUIAGA,MONROY,H,19,2
2376,CYNTHIA JANETH,TIZNADO,,M,19,11
2377,OLGALIDIA,FRUTERO,BASURTO,M,20,1
2378,SANTIAGO,EUMAA,BIUELO,H,20,5
2379,FABIOLA,MAGAA,MEZO,M,17,7
2380,AMALIA PATRICIA,CALIXTRO,DE LA LUZ,M,20,7
2381,ROSA JOSEFINA,ALMEYDA,OLEA,M,21,2
2382,MARTHA HAYDEE,PAREDES,SAN ANTONIO,M,23,2
2383,EDGARDO,GANTE,,H,21,2
2384,BRICIA,GUICHO,SANTILLANO,M,22,2
2385,AIDA ELIZABETH,ALDANA,,M,19,5
2386,J VICENTE,PENAGOS,ZABALLA,H,21,10
2387,JUAN JESUS,MIMBELA,,H,23,6
2388,MARIA DE LOS ANGELESMARIA DE LOS ANGELES,CUESTA,,M,21,8
2389,ERIKA IVONNE,SILLAS,BOLAOS,M,21,1
2390,ELVIA MIREYA,GALVES,MU?OZ,M,19,2
2391,REYNA MARIBEL,AZAIR,COJITO,M,19,8
2392,ALDO JOSE,BRISEO,ARENAS,H,23,9
2393,JOSE CONCEPCION,CARVAJAL,AUSENCIO,H,18,3
2394,ALMA MARIBEL,ARIZMENDIZ,TUZ,M,20,10
2395,JOSE REMEDIOS,ALVIZO,FIOL,H,16,6
2396,LUZ DE LOURDES,PEUURI,POLITO,M,24,3
2397,MARTHA OLGA,SERRATOS,MANCINAS,M,21,3
2398,CIRIACO,GRANADA,NIO,H,19,5
2399,ESBEIDI,FUNES,CEJAS,M,20,4
2400,BLANCA XOCHITL,MARINO,,M,21,2
2401,ARTURO GERARDO,BANDERA,,H,22,3
2402,PERLA FABIOLA,TUXPEO,VERGIL,M,19,3
2403,LETICIA DEL ROCIO,ZUNIGA,POLA,M,19,8
2404,FANNY LIZETH,MINAYA,FARIAS,M,20,10
2405,YADIRA DE LOS ANGELES,CRISTINA,,M,20,6
2406,MIGUEL EDUARDO,PROM,PERCASTEGUI,H,20,7
2407,IVETTE ADRIANA,Y CABRERA,ARCE,M,23,1
2408,LILIANA PAOLA,VALLADAREZ,REMIGIO,M,20,1
2409,PATRICIA MAGDALENA,ACA,REVILLA,M,20,5
2410,SALVADOR FRANCISCO,ZAPO,TERRAZAS,H,20,11
2411,DARVIN,NAVARRO,,H,19,1
2412,LIZBETH ARACELI,CARRANZA,ORDOEZ,M,19,2
2413,ROSALINO,ORENDA,OREGON,H,20,5
2414,TILA DEL CARMEN,TENDERO,,M,19,8
2415,EVA LILIANA,CANTE,ZETINA,M,17,7
2416,JUAN F,LLANO,,H,18,9
2417,CESAR IVAN,MOTTU,URENA,H,20,11
2418,MARIA GUAD,CHAIDEZ,ARENAL,M,17,8
2419,RITA CECILIA,VILLATORO,VERGARA,M,20,7
2420,SANDRA DANIELA,TOBIAS,CUXIN,M,16,3
2421,PEDRO FERNANDO,X,BACA,H,22,10
2422,LAURA ISABEL,PALAFOX,SEPTIMO,M,21,8
2423,RAUL FRANCISCO,METELIN,,H,19,2
2424,OBED,MOYRON,DEGALES,H,22,6
2425,MARIA DALIA,DE LA LLAVE,MEX,M,20,11
2426,SAULO,PECINA,FLORIN,H,18,2
2427,ERIKA JANETT,PESQUERA,MORONI,M,22,4
2428,KARLA VIVIANA,SORCIA,ARRUEL,M,16,4
2429,LUZ MARINA,DARDON,SEOANE,M,19,7
2430,VICTOR ABRAHAM,BOLANOS,,H,20,7
2431,RENE ANTONIO,APOSTOL,,H,19,6
2432,JOSE BERNARDO,GASPARILLO,,H,21,10
2433,NORMA MIRIAM,COCA,TECOTL,M,19,4
2434,EDGAR GILBERTO,ZEVADA,CHEL,H,20,2
2435,CESAR RODOLFO,CARRE,CAMPECHE,H,17,7
2436,ZOBEIDA,NANDAYAPA,,M,22,6
2437,DULCE JESUS,AYERDE,PEREDO,M,24,11
2438,ALMA NATIVIDAD,FRANQUEZ,ESCOFFIE,M,19,6
2439,CARLOS RUBEN,FRAGA,ANTUANO,H,23,2
2440,ARTURO CESAR,CUALI,CABANZO,H,14,4
2441,BELLA GUADALUPE,CUEN,PELCASTRE,M,23,8
2442,DULCE AURORA,BACELIS,YONG,M,21,9
2443,MARINA GUADALUPE,FLIX,,M,20,3
2444,YAJAIRA GUADALUPE,DOEZ,ZASUETA,M,22,8
2445,J ARTURO,LASCARES,SANJUANERO,H,22,5
2446,JOSE ANASTACIO,LUCATERO,HIGAREDA,H,20,11
2447,JOSE ELISEO,COSGALLA,MAYE,H,18,6
2448,NIDIA GABRIELA,MATEO,RIOS,M,22,3
2449,BLANCA ESTEL,GUIZASOLA,GOIZ,M,17,2
2450,JOSE ERASMO,TRENTI,RICARIO,H,20,7
2451,QUIRINO,IPATZI,CIFUENTES,H,20,10
2452,LORENZO RAFAEL,DE LOERA,YAEZ,H,20,4
2453,REYNA LILIA,UCHINO,,M,23,8
2454,SONIA JUDITH,TINOCO,ORGANES,M,15,7
2455,IGNACIO JAVIER,FELICITOS,TOBIAS,H,18,5
2456,ALBERTO ANTONIO,CASIQUE,LEDEZMA,H,17,7
2457,GUILLERMINA ANGELICA,ELIGIO,,M,20,10
2458,SANTIAGO MANUEL,MENESES,PEDREGUERA,H,21,5
2459,RAUSEL,ZUCCOLOTTO,PAYRO,H,23,10
2460,RODOLFO JAVIER,RETANA,CAAS,H,19,1
2461,JULIETA EDITH,TILAN,PAJARITO,M,21,10
2462,SOYLA,ORDOEZ,,M,21,4
2463,MARIA ESTHER,FRANCO,OVIEDO,M,22,11
2464,JOEL ENRIQUE,MILANES,CONTLA,H,22,2
2465,ROBERTO MIGUEL,LEAOS,,H,19,3
2466,NINIVE,VILLAGRANA,COYOTE,M,22,8
2467,GUADALUPE XOCHITL,CARRO,MOLINERO,M,22,5
2468,JOSE ROQUE,CABELLO,YOBAL,H,20,10
2469,SANTIAGO,ARRONA,,H,20,10
2470,NATIVIDAD,ARANA,,M,22,11
2471,WILBER,ALICIA,LAZCANO,H,23,2
2472,JUAN MARTIN,INDILI,,H,18,8
2473,LETICIA DEL ROCIO,FERREIRA,,M,23,11
2474,ALMA ADRIANA,SALAICES,MUCINO,M,20,1
2475,SOFIA MARGARITA,PARTIDA,MIRA,M,22,1
2476,DULCE BEATRIZ,INCLAN,ANZUA,M,22,11
2477,YUREN,SANTISBON,GANDARA,H,22,9
2478,ATANACIA,COSTEO,SELVAS,M,22,5
2479,HUGO ADRIAN,VALVERDE,BARREIRO,H,23,11
2480,ELDA ARACELI,VILLADA,DEL OLMO,M,22,9
2481,EDILZAR,BILBAO,CHAGOLLA,H,20,1
2482,ADRIANA NALLELY,ESCAZAN,TZEC,M,18,1
2483,KARLA YANETH,TORRALBA,MELENDRES,M,18,5
2484,MELECIO,ANGUIS,CHAVELA,H,21,11
2485,ROBERTO ULISES,BONOLA,,H,19,6
2486,SILVINO,PRESTEGUI,QUIRALTE,H,20,7
2487,ERNESTO ANTONIO,CAMPERO,TETLACUILO,H,23,2
2488,EZEQUIEL,TENDILLA,,H,20,8
2489,YESSICA YAZMIN,PIZAA,DONGE,M,21,9
2490,MA. JOSEFINA,FISCHER,MACUIL,M,21,6
2491,REYNER,MORTERA,VALLE,H,17,4
2492,MA RAMONA,TOLOZA,ALMONTE,M,18,7
2493,MOISES ANTONIO,JARDON,IIGO,H,21,8
2494,DORA ALICIA,MARENTES,CABALLERO,M,19,7
2495,JESUS ABELARDO,CARDONA,MINJAREZ,H,21,10
2496,LUIS ALFONSO,CRUZALEY,JUPA,H,18,2
2497,MARYBEL,PASALAGUA,DE LOS SANTOS,M,20,11
2498,VICTORIA DEL ROSARIO,CHACON,VILLALVA,M,17,2
2499,ZEIDA,ESTOLANO,CORREO,M,19,3
2500,LINDA MARIA,CHIHUAHUA,TLACOCUENTLA,M,16,5
2501,GLORIA IDALIA,VALLE,NUTE,M,17,3
2502,EDNA ALICIA,ZANATTA,TENIENTE,M,24,2
2503,NUBIA KARINA,COMONFORT,,M,18,3
2504,JOSE TEODORO,IRIARTE,CHAIRA,H,18,11
2505,SERGIO FERNANDO,BORBON,VICTOR,H,22,8
2506,BEATRIZ MARIA,MIRO,PATIO,M,22,3
2507,INOSENCIO,LLACA,BALLIN,H,21,7
2508,MARIA SANDRA LUZ,CANIZAL,SANTIN,M,19,4
2509,OLEGARIO,PUENTE,KAUIL,H,23,10
2510,ROCIO ISABEL,GERALDO,,M,21,1
2511,EDNA DINORAH,FISCHER,,M,19,10
2512,MARIA NATIVIDAD,POZAS,MATIAZ,M,20,2
2513,BLANCA YESENIA,BALLIN,VIGUERAS,M,21,5
2514,JOSUE EMMANUEL,LUVIAN,ANCHEVIDA,H,20,9
2515,MARIA MAGDALENA,DEHONOR,SANTA ANNA,M,18,3
2516,GENNY DEL CARMEN,COMPA,ROBALO,M,21,4
2517,GABRIEL ANTONIO,ZUIGA,CHAPOL,H,21,10
2518,MIGUEL GABRIEL,MACIN,MARTINES,H,19,11
2519,ELSA LIDIA,ISAGUIRRE,RODARTE,M,18,5
2520,FIDENCIO,MONRREAL,FEBLES,H,19,7
2521,ANA BLANCA,IBARRA,TEPEQUE,M,19,11
2522,FORTUNATA,MORCILLO,JARALILLO,M,21,10
2523,JUAN ESTEBAN,DE LOS SANTOS,CERDIO,H,20,11
2524,NORMA LILIA,MEDERO,,M,19,8
2525,GUILLERMO FERNANDO,TUDON,,H,21,7
2526,LUCELVA,GENARO,,M,18,3
2527,JOSE BALDEMAR,TAVIRA,,H,20,7
2528,CARALAMPIO,BEATO,VAQUERO,H,16,4
2529,LUIS JOSE,MORRUGARES,REYNA,H,22,8
2530,MARTA IMELDA,MONSIVAIS,PAVIAN,M,20,6
2531,RAMIREZ,ESIQUIO,,M,19,9
2532,PEDRO PASCUAL,OSEGUEDA,,H,19,4
2533,ANGELINA,CUATECONTZI,PIZARRO,M,17,1
2534,MA LUZ,BECIEZ,MAXINEZ,M,15,4
2535,BRENDA MAYELA,SCHULTZ,ARAMBURU,M,23,7
2536,LIDIA VERONICA,GAMBINO,GUADALUPE,M,22,10
2537,LINA ISABEL,BALLOTE,,M,21,6
2538,SERGIO ALFONSO,SANTILLANEZ,GRUINTAL,H,20,5
2539,DIANA HILDA,CUIN,FELIPILLO,M,19,8
2540,MA COLUMBA,OJEDA,VILLAMONTE,M,19,5
2541,JAIME ALEJANDRO,DEL RINCON,BALTAZAR,H,21,11
2542,JOSE FILIBERTO,CABADA,VALES,H,18,3
2543,GERARDO ARIEL,ASCACIO,ORONZOR,H,19,2
2544,AURORA PATRICIA,AVENDO,,M,22,5
2545,RICARDO ANTONIO,LAURO,VILLARELLO,H,20,1
2546,RICARDO ALEJANDRO,MANZUR,NURIULU,H,17,10
2547,JESUS AARON,VENEROSO,URIAS,H,17,8
2548,CARMEN MAGDALENA,ESTEBANEZ,CAMPOMANES,M,20,8
2549,PERLA ADRIANA,BAIZABAL,,M,18,9
2550,ANA ERIKA,PUENTES,MADRIZ,M,22,5
2551,ASAEL,COTE,ZATARAIN,H,20,6
2552,PAULO CESAR,LEGARRETA,GOLIB,H,18,11
2553,JIMMY,CANUL,,H,17,6
2554,IRMA NATIVIDAD,BOUCHAN,IBARRIA,M,24,3
2555,FATIMA DEL ROSARIO,CAVITA,BORRAS,M,23,7
2556,ALEJANDR,CALDERILLA,SARGENTO,M,19,7
2557,CRISTINA ALEJANDRA,GALLOSO,CANO,M,22,2
2558,ANGEL DANIEL,TEXCUCANO,RIOJA,H,22,9
2559,EMILIO,MIZ,UCHINO,H,16,6
2560,JUANA CONCEPCION,STIRK,ALFERES,M,21,8
2561,JUAN ABRAHAM,TOBON,Y GERON,H,23,5
2562,JAVIER ANGEL,BONIFAZ,TZAKUN,H,20,5
2563,MARIO ALFREDO,MILLANES,BERROTERAN,H,23,8
2564,MARIA BLANCA,DE GAONA,PATO,M,22,3
2565,LILIA INES,TREVERA,,M,21,8
2566,YANETTE,Y ROMERO,,M,18,2
2567,SANTOS FRANCISCO,CHOLULA,NUTE,H,19,7
2568,KENIA LIZBETH,GARDUO,,M,20,5
2569,DEYSI MARIA,AGREDANO,ZETINA,M,22,4
2570,MARIA GORETTI,GAUNA,ULIBARRI,M,22,5
2571,HECTOR ALEJANDRO,URENDA,SORCIA,H,21,10
2572,OSCAR MANUEL,RICHKARDAY,PIA,H,21,9
2573,CRISTINA CONCEPCION,LAYNA,ARLANDIZ,M,21,6
2574,TERESA DE JES,KINIL,RUAN,M,18,2
2575,NORMA FRANCISCA,QUETZ,CHOCOTECO,M,19,1
2576,YUBANI,SARAO,CAZALES,M,20,1
2577,JORGE HUMBERTO,PULGARIN,YUPIT,H,19,4
2578,LAURA ESTELA,REGINA,FRANCHINI,M,20,2
2579,JAZMIN ELIZABETH,CALLES,TELESFORO,M,20,11
2580,ANA GLORIA,AVIA,VALDEZ,M,23,6
2581,MAGDA LETICIA,BOJORGE,XOTLA,M,16,6
2582,GUADALUPE ROSARIO,BOLAOS,CALATA,M,22,7
2583,MA INES,OLASCOAGA,PLATERO,M,20,1
2584,ELVA ESTHER,MARCELO,SANSON,M,18,6
2585,NEFTALI,MERCADO,FERRUSQUIA,M,20,2
2586,MAURICIO DANIEL,DEOLARTE,BLANCA,H,19,4
2587,LOURDES DEL ROSARIO,SANTIUSTE,,M,21,8
2588,GUILLERMO ALEJANDRO,PECH,BOLADO,H,22,10
2589,JORGE ANTON,GANZO,,H,18,8
2590,CESAR HUMBERTO,TERRON,MAREZ,H,21,11
2591,GLADIS SUSANA,ABUNDIZ,AGUDO,M,14,9
2592,MARIA DE MONSERRAT,BENOSO,,M,20,3
2593,LOURDES TERESA,LOME,,M,19,1
2594,MA MATILDE,YEN,PURECO,M,20,7
2595,ORACIO,BEZARES,BERDEJA,H,25,3
2596,FULVIO,TINOCO,WONG,H,21,3
2597,ERIKA JOSEFINA,LUA,DEMUNER,M,19,1
2598,JESUS BENITO,VILLANUEVA,,H,19,1
2599,SANTIAGO ALEJANDRO,ZOZAYA,,H,20,8
2600,FELICITO,CALLEJO,Y FLORES,H,14,10
2601,J. RAFAEL,SORTILLON,,H,20,11
2602,MAGALI,SAUZ,EVIA,M,19,6
2603,ALICIA CONCEPCION,LOBATOS,CARRO,M,20,1
2604,CIRILA,AMACENDE,BENAVENTE,M,19,7
2605,AIDA GUADALUPE,COSAIN,JARERO,M,21,2
2606,J ASCENCION,ZARATE,DIAZ DE LEON,H,20,7
2607,DANILO,TOCHIMANI,ROJO,H,18,2
2608,HUGO JESUS,SAYAGO,ZAPIAIN,H,23,7
2609,MARIA RAYO,OSTIGUIN,,M,21,10
2610,DALINA,CASPETA,CUARTO,M,19,5
2611,NORMA ARACELY,R,ACA,M,22,2
2612,HILDA BERTHA,ARELLANES,PROA,M,22,5
2613,LUCIA ESMERALDA,DEL PUERTO,ORZUNA,M,18,8
2614,JESUS EMANUEL,ARAGONEZ,WONG,H,21,3
2615,MA. OLIVA,AXOMULCO,CHAZARI,M,20,1
2616,CARLOS AL,ESESARTE,SILVEYRA,H,21,8
2617,LIZBETH LORENA,SOLIZ,,M,23,8
2618,JOSE VIDAL,MOYSEN,,H,18,9
2619,NANCY MARIA,ESCAREO,VITAL,M,22,2
2620,QUINTILIANO,BOA,GERVACIO,H,22,8
2621,FEDERICO ALBERTO,MULATO,MIRAFUENTES,H,20,7
2622,MARTHA ARACELI,GMEZ,ORGANISTA,M,20,6
2623,JULIAN FRANCISCO,TRANCOSO,VELETA,H,22,6
2624,MARIA DE LA S,XACA,NAHUACATL,M,21,8
2625,JOSE CLEMENTE,LAZO,ARELLANO,H,20,7
2626,HUMBERTA,ESTALA,TOCOHUA,M,20,2
2627,JAQUELIN,CEJUDO,BARRIENTOS,M,23,6
2628,RUFO,MONTEJO,,H,21,5
2629,MARIA LIDIA,ZENTELLA,ESCUEN,M,18,3
2630,ERNESTO EDUARDO,CIPRES,HAY,H,19,11
2631,HERMINIA GUADALUPE,DE LA HOYA,,M,17,6
2632,JESUS RAFAEL,OCEJO,,H,19,6
2633,JOSE IGNACIO,NAREDO,BADILLA,H,19,4
2634,BERTHA LUISA,LISEA,VIDRIOS,M,16,8
2635,SANTA,CANDANOZA,CAMIRO,M,19,6
2636,SILVIA ELENA,NANDE,SOMBRA,M,18,9
2637,LUIS RENE,YIN,ARAMBURO,H,19,11
2638,GLADIS SUSANA,TZUC,,M,17,8
2639,NERIDA,NUNO,AGUSTIN,M,20,3
2640,ANTONIA PATRICIA,VIRAMONTES,INGLES,M,21,1
2641,BEATRIZ ISABEL,BEJARANO,JESUS,M,16,10
2642,GUADALUPE DE JESUS,PEDROZA,PRIANTI,H,18,11
2643,ZARINA,ROSSANO,BOLAOS,M,16,3
2644,TERESA ISABEL,WINKLER,MUETON,M,20,9
2645,JESSICA SARAI,BALSECA,CEDEO,M,20,5
2646,LUCIA DE JESUS,FISCHER,ZAPOTITLA,M,21,10
2647,YOLANDA DEL SOCORRO,BAAK,CASTA?EDA,M,21,3
2648,SANDRA CONCEPCION,MONTES DE OCA,CASTANEDO,M,23,11
2649,ROSA DELIA,PAMANES,DEL ROSAL,M,21,10
2650,J JUAN,NEGREROS,ARTEAGA,H,22,3
2651,MARCO ALFREDO,TZOPITL,,H,20,3
2652,MARIA ANGELITA,GUIJARRO,YEPIS,M,21,6
2653,PABLO ARTEMIO,MONTECILLO,,H,17,11
2654,DULCE BEATRIZ,HUIPE,OBANDO,M,21,7
2655,JOSE EMANUEL,CASTORENA,JUVENAL,H,20,3
2656,EMERIT,CASTELAR,,H,23,1
2657,CRESENCIA,VALVERIO,,M,21,4
2658,PEDRO AARON,CLEMENTE,NEJAPA,H,16,6
2659,HUGO NOE,MEGCHUN,BORJAS,H,21,6
2660,ARACELI DEL CARMEN,ALDECUA,VELAZQUEZ,M,19,9
2661,HAMMURABI,SELVAN,MAYNEZ,H,23,8
2662,NADIA LORENA,MONTEON,BETO,M,18,11
2663,LUIS,ZAPO,LOME,H,22,11
2664,LUCIA BEATRIZ,MONTORES,MESINA,M,20,1
2665,ENRIQUE ARTURO,PISCIL,,H,18,6
2666,JOSE MARIA,LAZARINI,,H,19,4
2667,MARIO HERNAN,AMAYA,,H,21,9
2668,DIEGO ALBERTO,TECO,AURELIO,H,21,2
2669,ANGELA MARIA,MARAON,VALLIN,M,15,8
2670,HEBERT,BURGUEO,SAMBERINO,H,21,3
2671,JAVIER ADRIAN,DAVID,RAMIRO,H,17,8
2672,EDI,TEPACH,,H,18,11
2673,JOSE JOSE,ABAZAN,,H,22,9
2674,MARIA MAR,NIVON,ROJANO,M,21,5
2675,DIANA BEATRIZ,AGUEROS,MENDIZABAL,M,21,3
2676,ELIBERTO,CHICHARO,PRIANTE,H,21,11
2677,AIDA MARGARITA,ROSSELL,TAFOLLA,M,21,4
2678,SUSANA FABIOLA,A,,M,18,4
2679,LUIS EDGAR,BERRA,AGUIAGA,H,18,10
2680,AXAYACATL,MAGDALENO,SABANERO,H,20,6
2681,BRENDA IVETTE,ARANZUBIA,OBE,M,23,10
2682,BILMA,ZALAPA,ABRICA,M,21,8
2683,ENRIQUE ARTURO,PON,URIEGAS,H,22,2
2684,RAMON RICARDO,OMAA,,H,17,7
2685,JULIAN JAVIER,LEOVIGILDO,,H,20,6
2686,SAUL JAVIER,PESQUERA,CALAN,H,20,9
2687,VILIULFO,ISAIS,,H,23,11
2688,MA.CONCEPCION,LEGASPY,,M,18,7
2689,DALIA DEL CARMEN,FUNES,REYNOSO,M,21,10
2690,JERARDO,LEYTO,CHINCOYA,H,22,9
2691,JOSE JAVIER,TONIX,TRONCO,H,21,3
2692,MIGUEL ALFREDO,ENTZIN,PENSAMIENTO,H,22,5
2693,EUFRACIA,VICHIQUE,MITRE,M,19,5
2694,LUZ MARIA ALEJANDRA,ESPARRAGOZA,SAMARIO,M,21,10
2695,RAUL RAMON,CORZA,TAH,H,21,10
2696,RUBEN RICARDO,SARMINA,AYOMETZI,H,22,5
2697,TIZOC,CARDONA,GUEDEA,H,23,8
2698,ENOE,CALZADA,PETRONILO,M,22,9
2699,JESUS JULIAN,LUA,GASPERIN,H,18,1
2700,MIGUEL ANTONIO,BALTAZARES,TEOYOTL,H,20,11
2701,SANTA LETICIA,MONSREAL,,M,23,8
2702,SONIA TRINIDAD,ACACIO,,M,20,5
2703,REYNA MIRIAM,CARRASQUEDO,ALMAGUER,M,18,4
2704,ROBERTO IGNACIO,MACARENA,JARDINES,H,23,9
2705,KARLA IVETH,CUBA,ARREGUIN,M,24,11
2706,MARIA ADELAIDA,DE ANDA,MIRON,M,23,10
2707,MA SARA,ZACAPA,DORAME,M,22,11
2708,IVAN ANTONIO,MAR,SENCION,H,22,8
2709,LOURDES TERESA,FAVIAN,,M,18,2
2710,MARIO ALFONSO,GUIOT,ARCETA,H,20,4
2711,JUANA,BOSQUE,BAJECA,M,20,3
2712,CRISOFORO,MARVAN,LOZANO,H,20,7
2713,GUADALUPE NAYELI,LOM,AGRIPINO,M,19,8
2714,HILDA MAGDALENA,BARBERENA,SPINDOLA,M,20,7
2715,TOMAS FRANCISCO,GUILLEN,,H,19,9
2716,PEDRO PASCUAL,VALDIN,,H,22,8
2717,MAGLORIA,BOLOS,TENORIO,M,19,9
2718,ANAHI ALEJANDRA,BETANZO,URANGA,M,17,8
2719,RAFAEL JESUS,ZUMAYA,CASTELO,H,21,4
2720,LAURA ELIA,GUTIERREZ,IRAZOQUI,M,17,9
2721,FRANCISCO GREGORIO,CATACHE,,H,20,11
2722,ADRIAN GERARDO,CORNEJO,BUENAVISTA,H,23,10
2723,HILDA AZUCENA,ZUCCOLOTTO,ARRAS,M,18,2
2724,ELEUTERIA,BOHORQUEZ,UREA,M,21,7
2725,MARGARITA DEL ROCIO,LOJERO,TIEMPOS,M,20,10
2726,PAULA MARIA,ARGUMANIZ,GORDIANO,M,19,9
2727,PILAR,SOL,ARRILLAGA,M,18,2
2728,IVONNE ADRIANA,VIRUES,MEMBRILA,M,20,1
